MGI Marker Accession ID	Marker name 1	Marker name 2	Marker name 3	status	37 chr	37 bp start	37 bp end	Chr_assigned	fem_assigned_cM	mal_assigned_cM	sexave_assigned_cM	note
MGI:90275	D15Mit142	D15Mit142		good	15	40315768	40315915					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90304	D15Mit24	D15Mit24		good	15	41430722	41430955					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:102371	D15Mit229	D15Mit229		good	15	41466305	41466412					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:105865	D15Mit255	D15Mit255		good	15	41672314	41672438					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100969	D15Mit206	D15Mit206		good	15	42263956	42264078					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90371	D15Mit87	D15Mit87		good	15	43003839	43003941					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90330	D15Mit5	D15Mit5		good	15	43279930	43280030					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:102370	D15Mit227	D15Mit227		good	15	43570171	43570295					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:108712	D15Mit274	D15Mit274		good	15	43614974	43615080					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90288	D15Mit154	D15Mit154		good	15	43625525	43625674					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90342	D15Mit60	D15Mit60		good	15	44096204	44096381					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100993	D15Mit182	D15Mit182		good	15	44500067	44500283					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:101009	D15Mit166	D15Mit166		good	15	44680921	44681054					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90244	D15Mit114	D15Mit114		good	15	44878223	44878360					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90286	D15Mit152	D15Mit152		good	15	45250796	45250889					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90370	D15Mit86	D15Mit86		good	15	45447564	45447734					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:3623332	D15Mit58.1	D15Mit58.1		good	15	46416952	46417065					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90339	D15Mit58	D15Mit58		good	15	46417030	46417168					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90287	D15Mit153	D15Mit153		good	15	49678244	49678407					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90340	D15Mit59	D15Mit59		good	15	50101258	50101369					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90243	D15Mit113	D15Mit113		good	15	50227457	50227602					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90229	D15Mit100	D15Mit100		good	15	50972844	50972954					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90285	D15Mit151	D15Mit151		good	15	51118529	51118670					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90276	D15Mit143	D15Mit143		good	15	51985414	51985541					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100954	D15Mit221	D15Mit221		good	15	51988677	51988800					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:102375	D15Mit232	D15Mit232		good	15	52944065	52944178					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90305	D15Mit25	D15Mit25		good	15	53090780	53090913					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:106957	D15Mit269	D15Mit269		good	15	54078101	54078215					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:102374	D15Mit230	D15Mit230		good	15	54697242	54697366					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:102373	D15Mit231	D15Mit231		good	15	54780280	54780405					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100992	D15Mit183	D15Mit183		good	15	55006765	55006890					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90306	D15Mit26	D15Mit26		good	15	55100110	55100221					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:3652856	D15Mit26.1	D15Mit26.1		good	15	55100199	55100445					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90289	D15Mit155	D15Mit155		good	15	55121807	55121951					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90264	D15Mit132	D15Mit132		good	15	55626772	55626866					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100991	D15Mit184	D15Mit184		good	15	56068554	56068752					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90245	D15Mit115	D15Mit115		good	15	56154867	56155009					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:108716	D15Mit278	D15Mit278		good	15	56999897	57000175					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90252	D15Mit121	D15Mit121		good	15	57990314	57990456					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90343	D15Mit61	D15Mit61		good	15	58225693	58225789					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100980	D15Mit195	D15Mit195		good	15	59021734	59021911					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90331	D15Mit50	D15Mit50		good	15	59551233	59551375					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:101008	D15Mit167	D15Mit167		good	15	59806469	59806588					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90259	D15Mit128	D15Mit128		good	15	59898138	59898271					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100965	D15Mit210	D15Mit210		good	15	60419298	60419421					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100979	D15Mit196	D15Mit196		good	15	60511373	60511502					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90326	D15Mit46	D15Mit46		good	15	60658213	60658360					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90372	D15Mit88	D15Mit88		good	15	61184980	61185189					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100968	D15Mit207	D15Mit207		good	15	61479723	61479831					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100966	D15Mit209	D15Mit209		good	15	61513019	61513143					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:101007	D15Mit168	D15Mit168		good	15	61752997	61753145					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90307	D15Mit27	D15Mit27		good	15	61766385	61766589					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90297	D15Mit17	D15Mit17		good	15	61818847	61818987					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100967	D15Mit208	D15Mit208		good	15	62657605	62657749					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:106958	D15Mit270	D15Mit270		good	15	63349352	63349551					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90232	D15Mit103	D15Mit103		2+	15	63700000		15	35.64	20.43	28.01	marker maps to more than one location on 1 chr; locations are <1 Mb apart; marker map position is interpolated to the revised Shifman map based on average bp start position
MGI:90253	D15Mit122	D15Mit122		good	15	64266047	64266192					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90265	D15Mit133	D15Mit133		good	15	64369309	64369404					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90347	D15Mit65	D15Mit65		good	15	64811385	64811534					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:102376	D15Mit234	D15Mit234		good	15	64903899	64904021					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90345	D15Mit63	D15Mit63		good	15	65076746	65076890					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90346	D15Mit64	D15Mit64		good	15	65354526	65354632					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90231	D15Mit102	D15Mit102		good	15	65397278	65397477					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90344	D15Mit62	D15Mit62		good	15	65425075	65425209					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:102377	D15Mit233	D15Mit233		good	15	66078834	66078938					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90230	D15Mit101	D15Mit101		good	15	66402471	66402668					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100964	D15Mit211	D15Mit211		good	15	66586430	66586554					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90235	D15Mit106	D15Mit106		good	15	66675236	66675326					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90254	D15Mit123	D15Mit123		good	15	67126178	67126318					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:105867	D15Mit257	D15Mit257		good	15	67810235	67810357					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100962	D15Mit213	D15Mit213		good	15	67913104	67913228					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90277	D15Mit144	D15Mit144		good	15	68120421	68120546					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100990	D15Mit185	D15Mit185		good	15	68233769	68233886					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100963	D15Mit212	D15Mit212		good	15	68510734	68510820					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:108715	D15Mit277	D15Mit277		good	15	68603920	68604207					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90310	D15Mit3	D15Mit3		good	15	68765096	68765232					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90375	D15Mit90	D15Mit90		good	15	68969216	68969330					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90373	D15Mit89	D15Mit89		good	15	69320854	69321053					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100989	D15Mit186	D15Mit186		good	15	69696897	69697015					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90278	D15Mit145	D15Mit145		good	15	69706406	69706551					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90233	D15Mit104	D15Mit104		good	15	69767127	69767265					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90349	D15Mit67	D15Mit67		good	15	70032295	70032487					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90327	D15Mit47	D15Mit47		good	15	70639248	70639389					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90376	D15Mit91	D15Mit91		good	15	70988028	70988231					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90377	D15Mit92	D15Mit92		good	15	71050484	71050630					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90290	D15Mit156	D15Mit156		good	15	71155976	71156119					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90291	D15Mit157	D15Mit157		good	15	71932001	71932103					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90234	D15Mit105	D15Mit105		good	15	72331040	72331161					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90378	D15Mit93	D15Mit93		good	15	72370100	72370243					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:101006	D15Mit169	D15Mit169		good	15	72647373	72647503					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100978	D15Mit197	D15Mit197		good	15	72948023	72948133					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:102380	D15Mit237	D15Mit237		good	15	73710792	73710910					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:102378	D15Mit235	D15Mit235		good	15	73817161	73817283					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:3620019	D15Mit1002	D16Mit96.2		good	15	74011325	74011499					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90571	D15Mit1001	D16Mit96		good	15	74011532	74011638					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:108717	D15Mit279	D15Mit279		good	15	74049447	74049553					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90309	D15Mit29	D15Mit29		good	15	74075586	74075734					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90308	D15Mit28	D15Mit28		good	15	74745784	74745947					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100988	D15Mit187	D15Mit187		good	15	74853637	74853833					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90247	D15Mit117	D15Mit117		good	15	75304716	75304861					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100987	D15Mit188a	D15Mit188	D15Mit188b	2+	15	76089000		15	43.80	27.42	35.61	marker maps to more than one location on 1 chr; locations are <1 Mb apart; marker map position is interpolated to the revised Shifman map based on average bp start position
MGI:90350	D15Mit68	D15Mit68		good	15	76740612	76740723					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:102379	D15Mit236	D15Mit236		good	15	76874896	76875012					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90279	D15Mit146	D15Mit146		good	15	77088217	77088341					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90249	D15Mit119	D15Mit119		good	15	78844622	78844746					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:102381	D15Mit238	D15Mit238		good	15	79100258	79100378					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:105869	D15Mit259	D15Mit259		good	15	79394127	79394207					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90354	D15Mit71	D15Mit71		good	15	79420866	79420991					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:105871	D15Mit261	D15Mit261		good	15	80066697	80066821					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90300	D15Mit2	D15Mit2		good	15	80110132	80110224					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90380	D15Mit95	D15Mit95		good	15	80247216	80247344					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100961	D15Mit214	D15Mit214		good	15	80296538	80296662					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100953	D15Mit222	D15Mit222		good	15	80363435	80363544					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90312	D15Mit31	D15Mit31		good	15	80644949	80645136					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90351	D15Mit69	D15Mit69		good	15	80726714	80726847					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90353	D15Mit70	D15Mit70		good	15	81032515	81032665					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90248	D15Mit118	D15Mit118		good	15	81758055	81758175					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100986	D15Mit189	D15Mit189		good	15	82471605	82471728					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90266	D15Mit134	D15Mit134		good	15	82910290	82910435					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100977	D15Mit198	D15Mit198		good	15	83299165	83299293					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90314	D15Mit33	D15Mit33		good	15	83586169	83586316					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100960	D15Mit215	D15Mit215		good	15	83721390	83721563					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90236	D15Mit107	D15Mit107		good	15	84216927	84217076					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90355	D15Mit72	D15Mit72		good	15	84545799	84545941					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90317	D15Mit37	D15Mit37		good	15	86427650	86427797					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:102384	D15Mit241	D15Mit241		good	15	87000515	87000617					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100959	D15Mit216	D15Mit216		good	15	87107173	87107344					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:105872	D15Mit262	D15Mit262		good	15	87111041	87111163					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90293	D15Mit159	D15Mit159		good	15	87295500	87295645					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90255	D15Mit124	D15Mit124		good	15	88705367	88705500					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90356	D15Mit73	D15Mit73		good	15	88740862	88741091					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100985	D15Mit190	D15Mit190		good	15	89261297	89261421					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:101004	D15Mit171	D15Mit171		good	15	89887788	89887920					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90357	D15Mit74	D15Mit74		good	15	90164532	90164765					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:102385	D15Mit242	D15Mit242		good	15	90220693	90220796					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90315	D15Mit34	D15Mit34		good	15	90583806	90583952					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100984	D15Mit191	D15Mit191		good	15	90874152	90874351					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:101003	D15Mit172	D15Mit172		good	15	91032511	91032648					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:108719	D15Mit281	D15Mit281		good	15	91515271	91515388					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:3613898	D15Mit147.2	D15Mit147.2		good	15	92721039	92721230					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100983	D15Mit192	D15Mit192		good	15	92721169	92721344					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90280	D15Mit147	D15Mit147		good	15	92721190	92721326					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:3623333	D15Mit223.2	D15Mit223.2		good	15	92738031	92738187					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:3613908	D15Mit223.1	D15Mit223.1		good	15	92738252	92738363					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:102386	D15Mit243	D15Mit243		good	15	92843785	92843909					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100958	D15Mit217	D15Mit217		good	15	92954393	92954490					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90237	D15Mit108	D15Mit108		good	15	93461597	93461734					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:102388	D15Mit245	D15Mit245		good	15	94108982	94109100					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:106960	D15Mit272	D15Mit272		good	15	94239433	94239556					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:102387	D15Mit244	D15Mit244		good	15	94460142	94460257					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90359	D15Mit76	D15Mit76		good	15	94805310	94805572					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90358	D15Mit75	D15Mit75		good	15	95873928	95874049					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90319	D15Mit39	D15Mit39		good	15	96095961	96096089					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90296	D15Mit161	D15Mit161		good	15	96841490	96841588					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:3613902	D15Mit161.1	D15Mit161.1		good	15	96841594	96841720					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100957	D15Mit218	D15Mit218		good	15	97064617	97064723					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100982	D15Mit193	D15Mit193		good	15	97772190	97772318					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90282	D15Mit149	D15Mit149		good	15	97772217	97772340					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90321	D15Mit41	D15Mit41		good	15	97817483	97817591					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90323	D15Mit43	D15Mit43		good	15	97821005	97821205					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90281	D15Mit148	D15Mit148		good	15	98758097	98758240					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90322	D15Mit42	D15Mit42		good	15	98887016	98887201					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90324	D15Mit44	D15Mit44		good	15	98951714	98951877					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:105873	D15Mit263	D15Mit263		good	15	99193852	99194123					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90360	D15Mit77	D15Mit77		good	15	99504882	99505048					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90272	D15Mit14	D15Mit14		good	15	99552058	99552244					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:3613910	D15Mit97.2	D15Mit97.2		good	15	100628737	100628849					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90382	D15Mit97	D15Mit97		good	15	100628859	100629000					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:101002	D15Mit173	D15Mit173		good	15	101181048	101181196					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90320	D15Mit40	D15Mit40		good	15	101859733	101859872					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:102389	D15Mit246	D15Mit246		good	15	101996392	101996510					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:3613907	D15Mit219.1	D15Mit219.1		good	15	102602900	102603013					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100956	D15Mit219	D15Mit219		good	15	102603043	102603133					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:3613900	D15Mit16.1	D15Mit16.1		good	15	102818347	102818469					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90294	D15Mit16	D15Mit16		good	15	102818436	102818554					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:3613901	D15Mit16.2	D15Mit16.2		good	15	102818539	102818653					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90283	D15Mit15	D15Mit15		good	15	102823545	102823703					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90295	D15Mit160	D15Mit160		good	15	102993160	102993306					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90362	D15Mit79	D15Mit79		good	15	103302587	103302699					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90316	D15Mit35	D15Mit35		good	15	103347764	103347903					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90501	D16Mit32	D16Mit32		good	16	3962915	3963024					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100901	D16Mit180	D16Mit180		good	16	4631112	4631218					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:108723	D16Mit207	D16Mit207		good	16	5193522	5193657					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100899	D16Mit182	D16Mit182		good	16	5682589	5682803					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90463	D16Mit107	D16Mit107		good	16	5702349	5702547					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100927	D16Mit154	D16Mit154		good	16	5706639	5706782					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90552	D16Mit79	D16Mit79		good	16	5714702	5714838					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90553	D16Mit8	D16Mit8		good	16	5736212	5736489					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100950	D16Mit130	D16Mit130		good	16	5800289	5800430					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90479	D16Mit121	D16Mit121		good	16	6001113	6001461					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90525	D16Mit54	D16Mit54		good	16	6073449	6073652					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100951	D16Mit129	D16Mit129		good	16	6079819	6079968					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90464	D16Mit108	D16Mit108		good	16	6248101	6248247					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100900	D16Mit181	D16Mit181		good	16	6322560	6322668					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:106961	D16Mit220	D16Mit220		good	16	6518169	6518391					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100921	D16Mit160	D16Mit160		good	16	6725208	6725332					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90554	D16Mit80	D16Mit80		good	16	6748238	6748369					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:102390	D16Mit192	D16Mit192		good	16	6832817	6832923					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:3613919	D16Mit192.2	D16Mit192.2		good	16	6832936	6833067					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100922	D16Mit159	D16Mit159		good	16	7134817	7134933					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:3613914	D16Mit131.3	D16Mit131.3		good	16	7319044	7319176					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100949	D16Mit131	D16Mit131		good	16	7319135	7319274					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100918	D16Mit163	D16Mit163		good	16	7328726	7328840					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90480	D16Mit122	D16Mit122		good	16	7445973	7446082					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100939	D16Mit142	D16Mit142		good	16	7983329	7983471					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92031	D16Mit1000	D2Mit169		good	16	8574786	8574921					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100919	D16Mit162	D16Mit162		good	16	9063006	9063124					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90465	D16Mit109	D16Mit109		good	16	9483086	9483215					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90561	D16Mit87	D16Mit87		good	16	9812844	9812977					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100898	D16Mit183	D16Mit183		good	16	9916637	9916751					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90502	D16Mit33	D16Mit33		good	16	9945631	9945756					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:108722	D16Mit206	D16Mit206		good	16	10366608	10366744					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100920	D16Mit161	D16Mit161		good	16	10562532	10562651					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100917	D16Mit164	D16Mit164		good	16	11139785	11139935					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90555	D16Mit81	D16Mit81		good	16	11616475	11616587					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90456	D16Mit100	D16Mit100		good	16	12095265	12095407					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90546	D16Mit73	D16Mit73		good	16	12856286	12856429					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90562	D16Mit88	D16Mit88		good	16	13249057	13249206					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100916	D16Mit165	D16Mit165		good	16	13996633	13996801					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90527	D16Mit56	D16Mit56		good	16	15365469	15365552					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90503	D16Mit34	D16Mit34		good	16	15913145	15913282					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:3613921	D16Mit74.1	D16Mit74.1		good	16	16932631	16932740					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90547	D16Mit74	D16Mit74		good	16	16932786	16932900					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100938	D16Mit143	D16Mit143		good	16	18118189	18118381					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100937	D16Mit144	D16Mit144		good	16	20032706	20032855					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90496	D16Mit28	D16Mit29		good	16	20200652	20200798					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90497	D16Mit29	D16Mit29		good	16	20200652	20200798					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:105874	D16Mit208	D16Mit208		good	16	21530560	21530669					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90454	D16Mit1	D16Mit1		good	16	21827637	21827737					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90504	D16Mit35	D16Mit35		good	16	21977922	21978070					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90573	D16Mit98	D16Mit98		good	16	22611045	22611155					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:3613922	D16Mit98.2	D16Mit98.2		good	16	22611136	22611298					marker maps to one location; map position interpolated to revised Shifman SNP map
